feedback,status,subject,enrollment_date,age,country,study_hours_per_week
The course was too difficult and confusing.,Dropout,Mathematics,04-05-2023,39,UK,1.4
The instructor did not explain concepts clearly.,Dropout,Data Science,14-05-2022,31,Japan,4.6
"The pace was average, not too fast or too slow.",Dropout,Psychology,24-08-2023,22,Canada,19.3
I really enjoyed the instructor's teaching style.,Completed,Philosophy,11-12-2024,22,Japan,1.2
The course was okay but could be better.,Completed,Business,22-06-2022,28,Australia,14.1
"Some topics were useful, others were not very relevant.",Dropout,Data Science,25-06-2024,28,Brazil,11.8
I lost motivation because the content was overwhelming.,Dropout,Economics,29-03-2023,21,India,1.1
I completed all modules and feel more confident now.,Completed,Physics,14-03-2023,39,UK,4.5
The content was clear and well structured.,Completed,Mathematics,06-10-2024,32,South Africa,9.9
I found the lectures boring and unhelpful.,Dropout,History,02-11-2024,40,India,19.1
I completed all modules and feel more confident now.,Completed,Computer Science,27-02-2022,43,South Africa,1.1
The course was very engaging and easy to follow.,Completed,Physics,15-02-2024,43,India,7.4
The content was clear and well structured.,Completed,Philosophy,28-10-2024,43,Australia,3.6
I really enjoyed the instructor's teaching style.,Completed,Data Science,26-08-2024,43,Australia,14.8
I liked parts of the course but not everything.,Dropout,Psychology,07-02-2022,39,Brazil,10
"The pace was average, not too fast or too slow.",Completed,Mathematics,26-05-2024,32,Brazil,3.6
"Some topics were useful, others were not very relevant.",Dropout,Mathematics,29-01-2022,44,India,5.7
This course helped me a lot in understanding the subject.,Completed,Economics,01-01-2024,38,Brazil,17.8
"Some topics were useful, others were not very relevant.",Completed,Machine Learning,03-08-2023,36,South Africa,6.1
The overall experience was decent but not outstanding.,Completed,Physics,02-08-2022,34,Canada,19.6
The overall experience was decent but not outstanding.,Completed,Economics,23-07-2023,44,Japan,16
The overall experience was decent but not outstanding.,Completed,Economics,25-05-2024,19,Japan,15.1
The course was okay but could be better.,Completed,Data Science,01-08-2023,37,Canada,3.7
"Some topics were useful, others were not very relevant.",Completed,Psychology,20-03-2023,22,UK,15.2
"Some topics were useful, others were not very relevant.",Completed,Machine Learning,25-09-2022,21,UK,14.7
I found the lectures boring and unhelpful.,Dropout,Business,14-08-2023,35,Germany,5.3
The course was too difficult and confusing.,Dropout,Machine Learning,09-01-2023,39,South Africa,9.3
There were too many assignments with little explanation.,Dropout,Physics,23-12-2024,40,Australia,18.8
The content was clear and well structured.,Completed,Mathematics,30-11-2023,30,South Africa,15.2
I really enjoyed the instructor's teaching style.,Completed,Economics,23-10-2024,34,UK,18.3
I lost motivation because the content was overwhelming.,Dropout,Computer Science,12-12-2024,38,China,13.3
The course was okay but could be better.,Dropout,Economics,18-08-2023,20,Brazil,10.9
I really enjoyed the instructor's teaching style.,Completed,Physics,08-06-2023,36,Germany,8.6
The overall experience was decent but not outstanding.,Completed,Philosophy,10-07-2023,30,India,15.3
"The pace was average, not too fast or too slow.",Completed,History,27-06-2024,37,Australia,11.8
This course helped me a lot in understanding the subject.,Completed,Economics,10-05-2023,18,Japan,17.3
The content was clear and well structured.,Completed,Physics,19-03-2024,43,USA,2
The overall experience was decent but not outstanding.,Dropout,Mathematics,04-05-2024,20,Brazil,8.6
I found the lectures boring and unhelpful.,Dropout,History,23-10-2023,29,Germany,14.9
I completed all modules and feel more confident now.,Completed,Business,19-10-2024,39,China,19
The course was okay but could be better.,Completed,Business,07-10-2024,29,USA,19.8
The instructor did not explain concepts clearly.,Dropout,Computer Science,01-06-2024,26,India,1.1
"The pace was average, not too fast or too slow.",Completed,Computer Science,23-11-2023,34,Brazil,16.4
The instructor did not explain concepts clearly.,Dropout,Data Science,02-01-2024,20,Brazil,8.3
The course was okay but could be better.,Completed,Machine Learning,12-11-2022,23,Australia,17.4
I really enjoyed the instructor's teaching style.,Completed,Economics,25-08-2024,27,India,3.7
I lost motivation because the content was overwhelming.,Dropout,Economics,12-04-2024,35,Brazil,1.3
The course was okay but could be better.,Dropout,Computer Science,27-03-2022,41,USA,9.6
"Some topics were useful, others were not very relevant.",Dropout,Physics,04-04-2022,37,Australia,16.4
The content was clear and well structured.,Completed,Physics,15-11-2024,38,Brazil,2.2
The course was okay but could be better.,Dropout,Data Science,31-12-2024,25,India,19.7
I really enjoyed the instructor's teaching style.,Completed,Physics,06-07-2023,39,Japan,1.2
I really enjoyed the instructor's teaching style.,Completed,Philosophy,01-09-2024,37,South Africa,17.5
The content was clear and well structured.,Completed,Psychology,21-11-2023,22,China,6.1
The course was okay but could be better.,Dropout,History,08-07-2023,34,India,6.7
I liked parts of the course but not everything.,Dropout,Physics,26-12-2023,42,Brazil,15.3
I completed all modules and feel more confident now.,Completed,Economics,30-01-2022,36,Germany,10.5
The overall experience was decent but not outstanding.,Dropout,Psychology,08-02-2022,28,Japan,16.7
There were too many assignments with little explanation.,Dropout,History,03-01-2022,23,Japan,5.8
The course was too difficult and confusing.,Dropout,Physics,04-07-2022,29,China,12.4
The course was okay but could be better.,Dropout,Economics,29-07-2023,37,India,9.9
The content was clear and well structured.,Completed,Data Science,11-04-2023,21,Japan,15.1
I liked parts of the course but not everything.,Completed,Psychology,26-12-2024,31,South Africa,7.9
I really enjoyed the instructor's teaching style.,Completed,Psychology,17-05-2022,34,Brazil,15
I lost motivation because the content was overwhelming.,Dropout,Data Science,22-10-2024,34,UK,16.9
"The pace was average, not too fast or too slow.",Completed,History,19-11-2024,43,Australia,3
The content was clear and well structured.,Completed,Physics,27-03-2023,23,Brazil,1.6
"The pace was average, not too fast or too slow.",Completed,History,28-07-2023,23,South Africa,9
I completed all modules and feel more confident now.,Completed,Economics,06-03-2023,21,South Africa,4.7
"Some topics were useful, others were not very relevant.",Dropout,History,08-01-2023,44,Japan,5.1
The course was okay but could be better.,Dropout,Machine Learning,20-12-2024,43,USA,9.9
The instructor did not explain concepts clearly.,Dropout,Mathematics,21-02-2024,44,Germany,16.6
"Some topics were useful, others were not very relevant.",Completed,Philosophy,17-02-2022,31,UK,5.5
The content was clear and well structured.,Completed,Physics,28-08-2024,21,South Africa,12.9
There were too many assignments with little explanation.,Dropout,Mathematics,12-04-2023,33,Japan,2.1
The course was okay but could be better.,Completed,Psychology,06-07-2024,19,China,6.3
I liked parts of the course but not everything.,Completed,Philosophy,24-10-2023,40,Australia,2.3
"Some topics were useful, others were not very relevant.",Completed,Computer Science,05-10-2023,28,Canada,12.3
"The pace was average, not too fast or too slow.",Dropout,Economics,23-03-2022,44,South Africa,15.2
"The pace was average, not too fast or too slow.",Completed,Machine Learning,24-12-2023,36,USA,7.1
"The pace was average, not too fast or too slow.",Dropout,Philosophy,12-09-2023,29,China,19.8
The content was clear and well structured.,Completed,History,07-03-2023,34,Australia,11.5
"Some topics were useful, others were not very relevant.",Completed,Physics,11-12-2024,18,UK,19.2
"Some topics were useful, others were not very relevant.",Completed,Machine Learning,06-11-2022,25,Japan,8.6
There were too many assignments with little explanation.,Dropout,Machine Learning,27-02-2022,38,Germany,15
There were too many assignments with little explanation.,Dropout,Philosophy,07-12-2024,38,Brazil,17.1
"The pace was average, not too fast or too slow.",Dropout,Mathematics,24-02-2022,38,South Africa,1.1
"Some topics were useful, others were not very relevant.",Completed,Philosophy,17-03-2022,45,USA,1.9
I lost motivation because the content was overwhelming.,Dropout,Computer Science,28-10-2022,36,China,3.7
I lost motivation because the content was overwhelming.,Dropout,Psychology,13-11-2024,39,Brazil,13.6
The course was very engaging and easy to follow.,Completed,Physics,10-10-2023,19,Brazil,10.3
"The pace was average, not too fast or too slow.",Completed,Philosophy,27-04-2024,45,China,15.9
I lost motivation because the content was overwhelming.,Dropout,Business,27-12-2023,40,South Africa,1.3
I liked parts of the course but not everything.,Completed,Physics,27-07-2022,42,UK,17
I found the lectures boring and unhelpful.,Dropout,Business,06-11-2023,28,India,13.9
I liked parts of the course but not everything.,Completed,Data Science,03-01-2024,22,USA,11
"The pace was average, not too fast or too slow.",Dropout,Psychology,28-07-2023,26,India,6.9
I found the lectures boring and unhelpful.,Dropout,Machine Learning,30-09-2023,20,Australia,17.9
I found the lectures boring and unhelpful.,Dropout,Mathematics,10-04-2023,38,Germany,17.2
"Some topics were useful, others were not very relevant.",Dropout,Economics,28-06-2024,21,Germany,12.9
"The pace was average, not too fast or too slow.",Completed,Philosophy,02-06-2022,41,India,12.1
I liked parts of the course but not everything.,Completed,Philosophy,03-07-2024,35,India,17.6
I lost motivation because the content was overwhelming.,Dropout,Psychology,01-07-2023,29,Brazil,10.7
"Some topics were useful, others were not very relevant.",Completed,Computer Science,24-08-2023,18,Canada,16.6
"Some topics were useful, others were not very relevant.",Completed,Psychology,14-02-2022,20,Brazil,5.1
The overall experience was decent but not outstanding.,Dropout,Business,09-09-2024,24,South Africa,10.6
I found the lectures boring and unhelpful.,Dropout,Business,17-10-2024,29,South Africa,14.4
The overall experience was decent but not outstanding.,Dropout,Mathematics,18-06-2024,25,USA,10.7
The course was too difficult and confusing.,Dropout,Mathematics,01-07-2022,28,China,8
The content was clear and well structured.,Completed,Physics,10-04-2023,23,Australia,2.7
I really enjoyed the instructor's teaching style.,Completed,Economics,12-12-2023,38,Australia,11.2
"Some topics were useful, others were not very relevant.",Completed,Data Science,13-08-2024,24,Australia,6.5
I liked parts of the course but not everything.,Completed,Psychology,07-03-2024,23,USA,7.6
"The pace was average, not too fast or too slow.",Completed,Psychology,18-06-2022,38,South Africa,6.1
"Some topics were useful, others were not very relevant.",Dropout,Machine Learning,24-06-2024,18,Germany,1.2
There were too many assignments with little explanation.,Dropout,Machine Learning,17-11-2024,39,USA,8.7
The instructor did not explain concepts clearly.,Dropout,Machine Learning,12-04-2023,43,Australia,16.9
"Some topics were useful, others were not very relevant.",Completed,Data Science,07-06-2023,44,China,4.9
I liked parts of the course but not everything.,Completed,Psychology,22-02-2022,41,UK,12.2
"The pace was average, not too fast or too slow.",Dropout,History,15-08-2023,39,Canada,19.5
There were too many assignments with little explanation.,Dropout,History,14-12-2023,41,India,11.9
The content was clear and well structured.,Completed,Machine Learning,22-01-2023,31,Brazil,9.6
